,1903c111_10m_1,1903c111_10m_2,1903c111_10m_3,1903c117_50m_1,1903c117_50m_2,1903c117_50m_3,1903c118_23m_2,1903c118_23m_3,1903c119_11m_2,1903c119_11m_3,1903c122_28m_1,1903c122_28m_2,1903c122_28m_3,1903c123_10m_1,1903c123_10m_2,1903c123_10m_3,1903c124_15m_1,1903c124_15m_2,1903c124_15m_3,1903c126_45m_1,1903c126_45m_2,1903c126_45m_3,1903c127_7m_1,1903c127_7m_2,1903c127_7m_3,1903c129_26m_1,1903c129_26m_2,1903c129_26m_3,1903c144_13m_2,1903c144_13m_3,Las19c107_10m_1,Las19c107_10m_2,Las19c107_10m_3,Las19c135_5m_1,Las19c135_5m_2,Las19c135_5m_3,Las19c138_27m_1,Las19c138_27m_3
TAX_296,396000,283000,0,231000,73000,1336000,0,0,0,79000,598000,248000,0,85000,50000,0,64000,0,216000,140000,152000,572000,194000,184000,0,466000,198000,0,72000,0,486000,247000,0,198000,156000,75000,431000,1219000
TAX_297,0,0,0,0,0,61000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66000
TAX_298,199000,144000,0,258000,102000,1411000,70000,0,95000,95000,714000,205000,0,59000,0,0,65000,0,124000,50000,0,319000,127000,125000,0,190000,69000,0,89000,0,438000,185000,0,172000,129000,247000,152000,655000
TAX_299,0,0,0,0,0,55000,0,0,0,91000,0,0,0,0,0,0,0,0,0,0,0,147000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000
TAX_300,0,0,0,0,0,0,0,0,0,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138000,0,0
TAX_302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493000,0,0
TAX_303,0,0,0,0,0,73000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,0,0,0,59000,0,0,0,0,0,0,0,0,0,0,62000,104000
TAX_305,785000,772000,0,524000,285000,911000,141000,0,349000,302000,683000,526000,0,715000,577000,0,619000,475000,134000,238000,220000,151000,464000,404000,0,394000,326000,102000,291000,0,964000,762000,0,328000,302000,122000,367000,294000
TAX_306,1035000,989000,0,940000,548000,1133000,185000,0,781000,781000,968000,751000,0,1071000,924000,60000,1028000,890000,0,0,0,76000,945000,857000,0,292000,237000,282000,653000,0,1270000,1086000,0,941000,831000,341000,119000,403000
TAX_307,0,0,0,0,0,59000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,0,0,0,0
TAX_309,204000,193000,0,348000,168000,179000,0,0,424000,128000,130000,99000,0,398000,292000,0,278000,209000,0,0,0,0,294000,267000,0,80000,80000,0,438000,0,687000,424000,0,373000,215000,65000,0,89000
TAX_310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86000,70000,0,0,0,0,0,0
TAX_311,0,0,0,0,0,102000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000,0,0,0,0,0,0,0
TAX_313,89000,106000,0,62000,0,129000,0,0,0,0,0,0,0,150000,126000,0,99000,55000,0,0,0,0,159000,132000,0,151000,210000,0,99000,0,193000,135000,0,217000,152000,0,131000,0
TAX_314,402000,366000,0,93000,0,1127000,0,0,63000,0,566000,692000,0,176000,102000,0,161000,110000,0,0,0,0,856000,805000,0,297000,393000,0,523000,0,153000,92000,0,1317000,1036000,0,59000,96000
TAX_315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58000,144000,0,0,0,0,0,0,0,0,0,0,0
TAX_316,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181000,0,0,0,0,0,373000,0
TAX_317,0,0,0,152000,66000,0,0,0,55000,277000,0,0,0,239000,164000,0,174000,128000,0,0,0,0,0,0,0,0,0,0,0,0,353000,193000,0,0,0,0,0,0
TAX_318,0,0,0,0,0,0,0,0,0,61000,0,0,0,0,0,0,0,0,0,0,0,70000,0,0,0,0,0,0,0,0,64000,0,0,0,0,0,0,50000
TAX_319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95000,0
TAX_320,0,0,0,62000,0,0,0,0,0,94000,0,0,0,113000,68000,0,84000,69000,0,0,0,0,0,0,0,0,0,0,0,0,208000,105000,0,0,0,0,93000,0
TAX_321,0,0,0,0,0,59000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_322,59000,0,0,0,0,451000,0,0,0,89000,85000,0,0,0,0,0,0,0,140000,0,0,0,59000,0,0,0,0,0,67000,0,220000,0,0,0,0,63000,0,214000
TAX_323,0,0,0,0,0,434000,0,0,0,0,77000,0,0,0,0,0,0,0,65000,0,0,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,68000,54000
TAX_324,0,0,0,0,0,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_325,0,0,0,0,0,0,0,0,0,202000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86000,0,0,0,0,0,0,0
TAX_326,199000,131000,0,0,0,264000,0,0,0,0,101000,0,0,0,0,0,0,0,0,0,0,0,216000,210000,0,0,0,0,94000,0,51000,0,0,174000,227000,66000,0,60000
TAX_327,0,0,0,0,0,94000,0,0,0,0,0,0,0,0,0,0,0,0,65000,0,0,0,0,0,0,51000,0,0,0,0,60000,0,0,0,0,0,203000,0
TAX_328,124000,84000,0,172000,56000,396000,0,0,113000,195000,198000,0,0,184000,162000,0,287000,265000,0,0,0,0,101000,67000,0,0,0,94000,67000,0,315000,114000,0,61000,0,0,0,0
TAX_329,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,0
TAX_331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57000,0
TAX_332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133000,0
TAX_333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000,0
TAX_334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235000,0
TAX_335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102000,0
TAX_336,116000,79000,0,0,0,94000,0,0,0,0,0,0,0,0,0,0,0,0,79000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106000,0
TAX_337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74000,0
TAX_338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0
TAX_339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153000,0
TAX_340,57000,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,146000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318000,0
TAX_341,0,0,0,0,0,77000,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,431000,0,0,0,0,0,115000,0,0,51000,0,0,0,0,0,117000,0
TAX_342,0,0,0,0,0,209000,0,0,0,0,0,0,0,0,0,0,0,0,0,104000,99000,1162000,0,0,0,0,0,325000,0,0,131000,81000,0,0,0,0,350000,103000
TAX_343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_344,95000,107000,0,50000,0,278000,0,0,0,237000,112000,145000,69000,0,0,57000,0,0,0,73000,74000,747000,0,0,0,92000,126000,308000,0,0,74000,60000,0,0,0,503000,271000,358000
TAX_345,0,0,0,0,0,187000,0,0,0,70000,0,55000,156000,0,0,69000,0,0,0,0,0,256000,0,0,0,0,73000,277000,0,0,0,0,0,113000,0,1059000,98000,444000
TAX_346,0,0,0,0,0,117000,0,0,0,0,0,52000,0,0,0,0,0,0,0,0,0,167000,0,0,0,0,0,130000,0,0,0,0,0,0,0,129000,114000,119000
TAX_347,109000,93000,0,0,0,566000,0,0,0,116000,83000,169000,0,0,0,0,0,0,0,163000,188000,1612000,0,0,0,201000,244000,579000,0,0,0,0,0,0,0,471000,679000,1257000
TAX_348,798000,706000,242000,252000,102000,1352000,62000,145000,73000,1186000,822000,1007000,382000,176000,115000,472000,143000,118000,202000,490000,481000,1370000,78000,96000,116000,759000,885000,1413000,72000,271000,401000,350000,128000,309000,105000,1388000,1275000,1364000
TAX_349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62000,60000
TAX_350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_351,185000,158000,0,0,0,812000,0,0,0,323000,164000,247000,112000,0,0,98000,0,0,0,53000,57000,1215000,0,0,0,108000,165000,1225000,0,0,50000,77000,0,82000,0,1148000,481000,822000
TAX_352,0,0,0,0,0,53000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
TAX_353,371000,376000,0,0,0,1624000,0,0,0,469000,376000,623000,126000,0,0,97000,0,0,112000,334000,326000,1881000,0,0,0,704000,985000,919000,0,50000,111000,119000,0,0,0,1953000,1363000,1901000
TAX_354,61000,53000,0,0,0,309000,0,0,0,67000,61000,94000,0,0,0,0,0,0,0,62000,65000,630000,0,0,0,111000,152000,112000,0,0,0,0,0,0,0,1370000,205000,742000
TAX_355,431000,335000,0,55000,0,897000,0,0,0,711000,571000,702000,455000,62000,50000,78000,54000,0,164000,381000,389000,1007000,0,0,0,441000,590000,810000,0,94000,163000,145000,0,99000,0,883000,849000,943000
TAX_356,159000,139000,0,0,0,391000,0,0,0,271000,218000,270000,161000,0,0,0,0,0,57000,133000,141000,459000,0,0,0,180000,234000,348000,0,0,61000,65000,0,0,0,404000,384000,436000
TAX_357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,68000
TAX_358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0
TAX_359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52000,0
TAX_360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,0
TAX_361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84000,0
TAX_362,56000,0,0,0,0,129000,0,0,0,0,60000,0,0,0,0,0,0,0,129000,0,0,0,0,0,0,66000,0,0,0,0,70000,0,0,0,0,0,183000,53000
TAX_363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147000,0,0,0,0,0,95000,0
TAX_364,0,0,0,50000,0,148000,0,0,0,0,0,0,0,0,0,0,0,0,67000,0,0,0,0,0,0,0,0,0,53000,0,254000,0,0,0,0,0,722000,0
TAX_365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51000,0
TAX_366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0
TAX_367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57000,0
TAX_368,255000,170000,0,59000,0,958000,65000,0,0,0,400000,0,0,0,0,0,0,0,1015000,170000,128000,0,79000,88000,0,308000,92000,0,126000,0,139000,0,0,65000,81000,0,757000,95000
TAX_369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_370,0,0,0,0,0,139000,0,0,0,0,54000,0,0,0,0,0,0,0,138000,0,0,0,0,0,0,51000,0,0,0,0,0,0,0,0,0,0,123000,0
TAX_371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000,83000,0,0,0,0,0,0,0,0,0,348000,0
TAX_372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102000,288000,0,0,0,0,0,0,0,0,0,0,105000
TAX_373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,0
TAX_374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158000,0
TAX_375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77000,0
TAX_376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,0,0,0,0,0,0,0
TAX_377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107000,0,0,0,0,0,355000,0
TAX_378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,0
TAX_379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210000,0
TAX_380,0,55000,0,0,0,67000,0,0,0,0,0,73000,0,0,0,0,0,0,0,0,0,177000,81000,76000,0,113000,272000,0,229000,0,0,0,0,237000,140000,0,328000,114000
TAX_381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108000,0
TAX_382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,143000
TAX_383,0,0,0,0,0,0,0,0,0,2553000,0,0,0,78000,68000,169000,57000,53000,0,0,0,459000,0,0,0,0,0,1041000,0,0,82000,59000,0,0,0,0,0,0
TAX_384,0,0,0,0,0,0,0,0,0,165000,0,0,0,0,0,74000,0,0,0,0,0,158000,0,0,0,0,0,112000,0,0,0,0,0,0,0,0,0,98000
TAX_385,0,0,0,0,0,0,0,0,0,102000,0,0,0,0,0,0,0,0,0,0,0,78000,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0
TAX_386,0,0,0,0,0,0,0,0,0,2660000,0,0,0,70000,57000,409000,58000,0,0,0,0,687000,0,0,0,0,0,1188000,0,77000,116000,87000,0,0,0,59000,61000,0
TAX_387,0,0,0,0,0,57000,0,0,0,264000,0,0,0,0,0,0,0,0,0,0,0,275000,0,0,0,0,0,145000,0,0,0,0,0,0,0,126000,74000,151000
TAX_388,0,0,0,0,0,0,0,0,0,113000,0,0,0,0,0,50000,0,0,0,0,0,116000,0,0,0,0,0,56000,0,0,0,0,0,0,0,57000,0,0
TAX_389,0,0,0,0,0,0,0,0,0,377000,0,0,0,0,0,132000,0,0,0,0,0,398000,0,0,0,0,0,225000,55000,83000,0,0,0,0,0,247000,0,108000
TAX_390,0,0,0,0,0,0,0,0,0,179000,0,0,0,0,0,0,0,0,0,0,0,358000,0,0,0,0,0,69000,0,0,0,0,0,0,0,69000,0,88000
TAX_391,0,0,0,0,0,0,0,0,0,163000,0,0,0,0,0,75000,0,0,0,0,0,150000,0,0,0,0,0,85000,0,67000,0,0,0,0,0,92000,0,63000
TAX_392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62000,0
TAX_393,0,54000,0,90000,0,58000,0,0,0,0,0,0,0,0,0,0,0,0,0,117000,111000,0,0,0,0,68000,93000,0,0,0,100000,0,0,0,0,0,1081000,0
TAX_394,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104000,62000,0,0,0,0,161000,0
TAX_395,175000,147000,0,68000,0,1028000,0,0,0,733000,259000,229000,367000,0,0,98000,0,0,155000,215000,195000,1189000,0,0,0,262000,236000,476000,67000,319000,94000,68000,0,81000,0,768000,800000,1035000
TAX_396,0,0,0,99000,0,430000,0,0,0,430000,76000,85000,181000,0,0,343000,0,0,59000,61000,65000,517000,0,0,0,88000,86000,326000,57000,323000,96000,95000,0,55000,0,515000,355000,454000
TAX_397,0,0,0,0,0,260000,0,0,0,179000,0,59000,108000,0,0,0,0,0,0,0,0,305000,0,0,0,59000,51000,119000,0,90000,0,0,0,0,0,224000,196000,282000
TAX_398,80000,84000,0,72000,0,704000,0,0,0,912000,66000,51000,118000,0,0,200000,0,0,96000,94000,107000,1992000,0,0,0,129000,139000,444000,0,244000,130000,86000,0,0,0,475000,555000,1543000
TAX_399,120000,110000,0,170000,64000,1451000,0,0,0,1288000,222000,267000,671000,69000,0,693000,0,0,116000,141000,113000,1560000,64000,67000,0,215000,268000,808000,160000,842000,163000,123000,0,194000,76000,1549000,1108000,1510000
TAX_400,58000,63000,0,58000,0,854000,0,0,0,669000,103000,127000,286000,0,0,239000,0,0,0,83000,85000,1050000,0,0,0,110000,128000,412000,91000,408000,77000,73000,0,74000,0,1106000,503000,919000
TAX_401,0,0,0,0,0,0,0,0,0,234000,0,0,0,0,0,0,0,0,0,0,0,134000,0,0,0,0,0,109000,0,0,0,0,0,0,0,0,0,0
TAX_402,0,0,0,0,0,0,0,0,0,235000,0,0,0,0,0,0,0,0,0,0,0,187000,0,0,0,0,0,65000,0,0,0,0,0,0,0,0,0,0
TAX_403,265000,160000,0,705000,335000,909000,0,0,559000,368000,362000,89000,0,607000,511000,0,689000,598000,0,0,0,212000,163000,174000,0,80000,0,0,422000,0,1321000,753000,0,244000,245000,116000,149000,264000
TAX_404,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101000,0,0,0,0,0,137000,0
TAX_405,0,0,0,0,0,237000,0,0,0,0,0,0,0,0,0,0,0,0,119000,0,0,0,0,0,0,55000,0,0,0,0,57000,0,0,0,0,0,270000,0
TAX_406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,0
TAX_407,0,0,0,0,0,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89000,0
TAX_408,0,0,0,0,0,230000,0,0,0,0,64000,0,0,0,0,0,0,0,0,0,0,73000,0,0,0,65000,0,0,0,0,0,0,0,0,0,0,134000,71000
TAX_409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78000,0,0,0,0,0,0,0,0,0
TAX_410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59000,0
TAX_411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000,0,0,0,0,0,0,0,0,0,181000,0
TAX_412,0,0,0,0,0,90000,0,0,0,0,50000,69000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_413,60000,57000,0,0,0,213000,0,0,0,0,183000,226000,0,0,0,0,0,0,0,0,0,0,0,0,0,95000,132000,0,0,0,114000,114000,0,0,0,0,0,0
TAX_414,92000,83000,0,0,0,165000,0,0,0,0,123000,151000,0,0,0,0,0,0,0,80000,102000,0,0,0,0,103000,140000,0,0,0,77000,54000,0,0,0,0,60000,0
TAX_415,0,0,0,0,0,195000,0,0,0,0,0,0,0,0,0,0,0,0,96000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103000,0
TAX_416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91000,0
TAX_417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105000,0,0,0,0,0,0,0,0,0
TAX_418,0,0,0,0,0,97000,0,0,0,0,0,0,0,0,0,0,0,0,83000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000,0
TAX_419,71000,0,0,0,0,295000,0,0,0,0,0,0,0,0,0,0,0,0,178000,0,0,0,0,0,0,54000,0,0,0,0,106000,0,0,0,0,0,154000,74000
TAX_420,0,0,0,0,0,143000,0,0,0,0,56000,0,0,0,0,0,0,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81000,0
TAX_421,0,0,0,0,0,86000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000,0
TAX_422,0,0,0,0,0,63000,0,0,0,0,0,0,0,0,0,0,0,0,58000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_423,0,0,0,0,0,51000,0,0,0,0,0,0,0,0,0,0,0,0,87000,0,0,0,0,0,0,0,0,0,0,0,63000,0,0,0,0,0,0,0
TAX_424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109000,0,0,0,0,0,0,0,0,0
TAX_425,0,0,0,0,0,222000,0,0,0,0,64000,0,0,0,0,0,0,0,154000,0,0,0,70000,0,0,0,0,0,0,0,59000,0,0,0,0,0,146000,68000
TAX_426,107000,53000,0,0,0,561000,0,0,0,0,151000,0,0,0,0,0,0,0,443000,0,0,87000,0,50000,0,116000,0,0,78000,0,122000,0,0,0,69000,0,340000,150000
TAX_427,51000,0,0,0,0,231000,0,0,0,0,63000,0,0,0,0,0,0,0,223000,0,0,0,0,0,0,0,0,0,0,0,67000,0,0,0,0,0,199000,0
TAX_428,0,0,0,0,0,51000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_429,0,0,0,0,0,73000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_430,0,0,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,121000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,0
TAX_431,0,0,0,0,0,123000,0,0,0,0,0,0,0,0,0,0,0,0,133000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51000,0
TAX_432,0,0,0,0,0,67000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_433,0,0,0,0,0,275000,0,0,0,0,0,0,0,0,0,0,0,0,112000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,0,133000,0
TAX_434,126000,0,0,78000,0,490000,90000,0,0,0,166000,0,0,0,0,0,0,0,326000,0,0,90000,90000,89000,0,92000,0,0,174000,0,178000,0,0,81000,149000,126000,271000,169000
TAX_435,0,0,0,0,0,51000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_437,0,0,0,0,0,251000,0,0,0,0,79000,0,0,0,0,0,0,0,169000,0,0,0,57000,0,0,0,0,0,66000,0,91000,0,0,0,58000,0,129000,60000
TAX_438,0,0,0,0,0,136000,0,0,0,0,0,0,0,0,0,0,0,0,114000,0,0,0,0,0,0,0,0,0,54000,0,56000,0,0,0,0,0,107000,0
TAX_439,0,0,0,0,0,118000,0,0,0,0,0,0,0,0,0,0,0,0,51000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86000,0
TAX_440,0,0,0,0,0,82000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_441,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,76000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_442,0,0,0,0,0,93000,0,0,0,0,0,0,0,0,0,0,0,0,53000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_443,0,0,0,0,0,79000,0,0,0,0,0,0,0,0,0,0,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_444,0,0,0,0,0,92000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53000,0
TAX_445,0,0,0,0,0,160000,0,0,0,0,0,0,0,0,0,0,0,0,101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71000,0
TAX_446,0,0,0,0,0,53000,0,0,0,0,0,0,0,0,0,0,0,0,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,0
TAX_447,0,0,0,0,0,69000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
