,Domain,Phylum,Class,Order,Family,Genus,Species
TAX_410,Archaea,Thermoplasmatota,Poseidoniia_A,Poseidoniales,Poseidoniaceae,MGIIa-L3,MGIIa-L3 sp002723635
TAX_411,Archaea,Thermoplasmatota,Poseidoniia_A,Poseidoniales,Poseidoniaceae,Poseidonia,Poseidonia alphae
TAX_412,Archaea,Thermoplasmatota,Poseidoniia_A,Poseidoniales,Poseidoniaceae,Poseidonia,Poseidonia sp8339u
TAX_413,Archaea,Thermoplasmatota,Poseidoniia_A,Poseidoniales,Thalassarchaeaceae,MGIIb-N2,MGIIb-N2 sp002506875
TAX_414,Archaea,Thermoplasmatota,Poseidoniia_A,Poseidoniales,Thalassarchaeaceae,MGIIb-O1,MGIIb-O1 sp002457595
TAX_415,Archaea,Thermoplasmatota,Poseidoniia_A,Poseidoniales,Thalassarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
TAX_416,Archaea,Thermoplasmatota,Poseidoniia_A,Poseidoniales,Thalassarchaeaceae,MGIIb-O2,MGIIb-O2 sp002495525
TAX_417,Archaea,Thermoplasmatota,Poseidoniia_A,Poseidoniales,Thalassarchaeaceae,MGIIb-O3,MGIIb-O3 sp002457155
TAX_418,Archaea,Thermoplasmatota,Poseidoniia_A,Poseidoniales,Thalassarchaeaceae,MGIIb-O3,MGIIb-O3 sp003602515
TAX_419,Archaea,Thermoplasmatota,Poseidoniia_A,Poseidoniales,Thalassarchaeaceae,MGIIb-O3,MGIIb-O3 sp014239955
TAX_420,Archaea,Thermoplasmatota,Poseidoniia_A,Poseidoniales,Thalassarchaeaceae,MGIIb-O5,MGIIb-O5 sp002496725
TAX_421,Archaea,Thermoplasmatota,Poseidoniia_A,Poseidoniales,Thalassarchaeaceae,MGIIb-O5,MGIIb-O5 sp002497985
TAX_422,Archaea,Thermoplasmatota,Poseidoniia_A,Poseidoniales,Thalassarchaeaceae,MGIIb-O5,MGIIb-O5 sp002498925
TAX_423,Archaea,Thermoplasmatota,Poseidoniia_A,Poseidoniales,Thalassarchaeaceae,MGIIb-O5,MGIIb-O5 sp002506825
TAX_424,Archaea,Thermoplasmatota,Poseidoniia_A,Poseidoniales,Thalassarchaeaceae,MGIIb-O5,MGIIb-O5 sp002719635
TAX_425,Archaea,Thermoplasmatota,Poseidoniia_A,Poseidoniales,Thalassarchaeaceae,MGIIb-O5,MGIIb-O5 sp002726275
TAX_426,Archaea,Thermoplasmatota,Poseidoniia_A,Poseidoniales,Thalassarchaeaceae,MGIIb-P,MGIIb-P sp002457195
TAX_427,Archaea,Thermoplasmatota,Poseidoniia_A,Poseidoniales,Thalassarchaeaceae,Thalassarchaeum,Thalassarchaeum sp002457605
TAX_428,Archaea,Thermoplasmatota,Poseidoniia_B,MGIII,CG-Epi1,CG-Epi1,CG-Epi1 sp014240055
TAX_429,Archaea,Thermoplasmatota,Poseidoniia_B,MGIII,CG-Epi1,CG-Epi1,CG-Epi1 sp014240255
TAX_430,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus,Nitrosopelagicus sp000402075
TAX_431,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp001437625
TAX_432,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp001541925
TAX_433,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Casp-actino5,Casp-actino5 sp001510385
TAX_434,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,MedAcidi-G1,MedAcidi-G1,MedAcidi-G1 sp002299135
TAX_435,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,MedAcidi-G1,MedAcidi-G1,MedAcidi-G1 sp002716285
TAX_436,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,MedAcidi-G1,S20-B6,S20-B6 sp002699725
TAX_437,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,MedAcidi-G1,UBA9410,UBA9410 sp002714485
TAX_438,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarina,Actinomarina sp014384285
TAX_439,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Marinoscillaceae,MED-G16,MED-G16 sp002457315
TAX_440,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,MS024-2A,MS024-2A sp010031465
TAX_441,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,UBA10364,UBA10364 sp003023665
TAX_442,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UA16,UBA11663,UBA11663 sp002469765
TAX_443,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UA16,UBA974,UBA974 sp002292405
TAX_444,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,Bin127,GCA-002725925,GCA-002725925 sp009392785
TAX_445,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,TMED-70,TMED-70,TMED-70 sp009937255
TAX_446,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,UBA1151,GCA-2730555,GCA-2730555 sp014239685
TAX_447,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus sp003214695
TAX_448,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus sp003279445
TAX_449,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_B,Prochlorococcus_B sp003283685
TAX_450,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_B,Prochlorococcus_B sp003283745
TAX_451,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_B,Prochlorococcus_B sp003284375
TAX_452,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp002171995
TAX_453,Bacteria,Desulfobacterota_D,UBA1144,UBA1144,UBA1144,TMED58,TMED58 sp002701865
TAX_454,Bacteria,Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,UBA6960,UBA1138,UBA1138 sp009937285
TAX_455,Bacteria,Margulisbacteria,Marinamargulisbacteria,UBA6595,UBA6595,UBA6595,UBA6595 sp002433595
TAX_456,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,Marinisomataceae,Marinisoma,Marinisoma sp014240005
TAX_457,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,UBA1611,TMED80,TMED80 sp002713885
TAX_458,Bacteria,Myxococcota,UBA9160,UBA9160,UBA4427,UBA4427,UBA4427 sp002390675
TAX_459,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,LS-NOB sp002705185
TAX_460,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,SCGCAAA288-L16,SCGCAAA288-L16 sp000372225
TAX_461,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,UBA8687,UBA8687 sp013349585
TAX_462,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,UBA721,UBA721 sp002698965
TAX_463,Bacteria,Planctomycetota,UBA8108,UBA1146,UBA1146,UBA12191,UBA12191 sp002691835
TAX_464,Bacteria,Proteobacteria,Alphaproteobacteria,HIMB59,GCA-002718135,AG-337-I02,AG-337-I02 sp902512325
TAX_465,Bacteria,Proteobacteria,Alphaproteobacteria,HIMB59,HIMB59,HIMB59,HIMB59 sp008638215
TAX_466,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,RS24,Micropelagos,Micropelagos sp003535555
TAX_467,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,Pelagibacter sp001438335
TAX_468,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,Pelagibacter sp008638165
TAX_469,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter_A,Pelagibacter_A sp902590845
TAX_470,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,UBA8309,UBA8309 sp002457765
TAX_471,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales_B,TMED25,TMED25,TMED25 sp002168075
TAX_472,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,CABZJG01,CABZJG01 sp004213125
TAX_473,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,CABZJG01,CABZJG01 sp902512685
TAX_474,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,CACKLF01,CACKLF01 sp002725175
TAX_475,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,GCA-002712045,GCA-002712045 sp002712045
TAX_476,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp009920225
TAX_477,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,UBA3470,UBA3470 sp002378125
TAX_478,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter_A,Erythrobacter_A citreus
TAX_479,Bacteria,Proteobacteria,Alphaproteobacteria,TMED109,TMED109,TMED109,TMED109 sp002171375
TAX_480,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,UBA7326,UBA7326 sp003212315
TAX_481,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,UBA7326,UBA7326 sp003284265
TAX_482,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,UBA868,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995
TAX_483,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,UBA868,UBA11791,UBA11791 sp012960345
TAX_484,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,Alteromonas mediterranea
TAX_485,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas_A,Alteromonas_A sp002691625
TAX_486,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Paraglaciecola,Paraglaciecola chathamensis
TAX_487,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas marina
TAX_488,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas undina
TAX_489,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio lentus
TAX_490,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Thioglobus,Thioglobus sp000213395
TAX_491,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Thioglobus,Thioglobus sp000372785
TAX_492,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Thioglobus,Thioglobus sp002698045
TAX_493,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Thioglobus,Thioglobus sp002711905
TAX_494,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Thioglobus,Thioglobus sp902511025
TAX_495,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Thioglobus,Thioglobus sp902512305
TAX_496,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Thioglobus,Thioglobus sp902606745
TAX_497,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002704325
TAX_498,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002725095
TAX_499,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002726925
TAX_500,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002731575
TAX_501,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp009936895
TAX_502,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,UBA9659 sp012961165
TAX_503,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9926,UBA9926 sp002689445
TAX_504,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9926,UBA9926 sp002697205
TAX_505,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas_C,Halomonas_C zincidurans
TAX_506,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,UBA9145 sp002457215
TAX_507,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,UBA9145 sp002684935
TAX_508,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,UBA9145 sp002712055
TAX_509,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,AG-339-G14,AG-339-G14,AG-339-G14 sp902522825
TAX_510,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,AG-339-G14,MEDG-81,MEDG-81 sp003331625
TAX_511,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,D2472 sp902509555
TAX_512,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,AEGEAN-183,AEGEAN-183 sp001628005
TAX_513,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2730855,GCA-2730855 sp902514295
TAX_514,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2730855,GCA-2730855 sp902532675
TAX_515,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4486,UBA4486,UBA11869,UBA11869 sp014239225
TAX_516,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,SP4260,SP4260 sp003331585
TAX_517,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp000213335
TAX_518,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305
TAX_519,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp902513935
TAX_520,Bacteria,SAR324,SAR324,SAR324,NAC60-12,JCVI-SCAAA005,JCVI-SCAAA005 sp002683655
TAX_521,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,BACL24,BACL24 sp002292345
TAX_522,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,UBA7441,UBA7441 sp003331195
TAX_523,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,UBA7441,UBA7441 sp902587165
TAX_524,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,MB11C04,GCA-2730975,GCA-2730975 sp002730975
TAX_525,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,UBA5691 sp002420265
TAX_526,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,AAA164-E04,AAA164-E04,AAA164-E04 sp000383715
TAX_527,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,AAA164-E04,AAA164-E04,AAA164-E04 sp002690655
TAX_528,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,UBA1096 sp002299785
TAX_529,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,UBA1096 sp003972865
TAX_530,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,JACNJL01,JACNJL01 sp014382585
TAX_531,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,UBA1100,UBA1100 sp003517285
TAX_532,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,UBA1100,UBA1100 sp011523245
TAX_533,,,,,,,
TAX_534,,,,,,,
TAX_535,,,,,,,
